C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\center_2020_08_28_12_16_21_508.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\left_2020_08_28_12_16_21_508.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\right_2020_08_28_12_16_21_508.jpg,0,0,0,7.91E-05
C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\center_2020_08_28_12_16_21_614.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\left_2020_08_28_12_16_21_614.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\right_2020_08_28_12_16_21_614.jpg,0,0,0,7.85E-05
C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\center_2020_08_28_12_16_21_715.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\left_2020_08_28_12_16_21_715.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\right_2020_08_28_12_16_21_715.jpg,0,0,0,7.84E-05
C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\center_2020_08_28_12_16_21_825.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\left_2020_08_28_12_16_21_825.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\right_2020_08_28_12_16_21_825.jpg,0,0,0,7.79E-05
C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\center_2020_08_28_12_16_21_935.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\left_2020_08_28_12_16_21_935.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\right_2020_08_28_12_16_21_935.jpg,0,0,0,7.89E-05
C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\center_2020_08_28_12_16_22_043.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\left_2020_08_28_12_16_22_043.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\right_2020_08_28_12_16_22_043.jpg,0,0,0,8.01E-05
C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\center_2020_08_28_12_16_22_152.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\left_2020_08_28_12_16_22_152.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\right_2020_08_28_12_16_22_152.jpg,0,0,0,7.78E-05
C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\center_2020_08_28_12_16_22_262.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\left_2020_08_28_12_16_22_262.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\right_2020_08_28_12_16_22_262.jpg,0,0,0,7.87E-05
C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\center_2020_08_28_12_16_22_364.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\left_2020_08_28_12_16_22_364.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\right_2020_08_28_12_16_22_364.jpg,0,0,0,7.77E-05
C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\center_2020_08_28_12_16_22_466.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\left_2020_08_28_12_16_22_466.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\right_2020_08_28_12_16_22_466.jpg,0,0,0,7.94E-05
C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\center_2020_08_28_12_16_22_570.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\left_2020_08_28_12_16_22_570.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\right_2020_08_28_12_16_22_570.jpg,0,0,0,7.86E-05
C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\center_2020_08_28_12_16_22_670.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\left_2020_08_28_12_16_22_670.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\right_2020_08_28_12_16_22_670.jpg,0,0,0,7.86E-05
C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\center_2020_08_28_12_16_22_780.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\left_2020_08_28_12_16_22_780.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\right_2020_08_28_12_16_22_780.jpg,0,0,0,7.88E-05
C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\center_2020_08_28_12_16_22_880.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\left_2020_08_28_12_16_22_880.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\right_2020_08_28_12_16_22_880.jpg,0,0,0,8.03E-05
C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\center_2020_08_28_12_16_22_983.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\left_2020_08_28_12_16_22_983.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\right_2020_08_28_12_16_22_983.jpg,0,0,0,7.79E-05
C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\center_2020_08_28_12_16_23_093.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\left_2020_08_28_12_16_23_093.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\right_2020_08_28_12_16_23_093.jpg,0,0,0,7.93E-05
C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\center_2020_08_28_12_16_23_196.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\left_2020_08_28_12_16_23_196.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\right_2020_08_28_12_16_23_196.jpg,0,0,0,8.11E-05
C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\center_2020_08_28_12_16_23_308.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\left_2020_08_28_12_16_23_308.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\right_2020_08_28_12_16_23_308.jpg,0,0,0,8.23E-05
C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\center_2020_08_28_12_16_23_410.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\left_2020_08_28_12_16_23_410.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\right_2020_08_28_12_16_23_410.jpg,0,0,0,7.83E-05
C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\center_2020_08_28_12_16_23_521.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\left_2020_08_28_12_16_23_521.jpg, C:\Users\ASUS\Desktop\auto-cars\SIMULATOR\Data\IMG\right_2020_08_28_12_16_23_521.jpg,0,0,0,7.81E-05
